景点名称,用户昵称,用户ID链接,评星,评分,评论文本,评论时间,点赞数,回应数,_text,_score,_group,_id,sentiment,sentiment_conf
永庆坊,秋时光,https://www.dianping.com/member/131345305,5.0,设施：5.0；环境：5.0；服务：5.0；,"广州最有意思的免费景点！永庆坊超级好看又有趣！

地点:在步行街前面就是，有很多个门口可以进去，不用靠导航走正门，你会发现都一样
里面非常大，有很多个景点，风景也非常美丽，还有李小龙故居也在里面，走走逛逛心情非常好🏻",2023-12-12 15:18,0,0,"广州最有意思的免费景点！永庆坊超级好看又有趣！

地点:在步行街前面就是，有很多个门口可以进去，不用靠导航走正门，你会发现都一样
里面非常大，有很多个景点，风景也非常美丽，还有李小龙故居也在里面，走走逛逛心情非常好🏻",设施：5.0；环境：5.0；服务：5.0；,,83,positive,0.9932130575180054
永庆坊,platinadu,https://www.dianping.com/member/5015603,5.0,设施：4.0；环境：4.0；服务：4.0；,"白天去了上下九步行街 但是很萧条 路面在施工 没什么人气 晚上吃完晚饭再去了永庆坊 热闹很多 很像田子坊 里面有个李小龙祖居 晚上也可以去参观 注意上二楼的台阶很陡 有个游客从二楼直接滑了下去 比较危险
店铺很有特色 每家都可以看看",2023-12-11 18:27,0,0,"白天去了上下九步行街 但是很萧条 路面在施工 没什么人气 晚上吃完晚饭再去了永庆坊 热闹很多 很像田子坊 里面有个李小龙祖居 晚上也可以去参观 注意上二楼的台阶很陡 有个游客从二楼直接滑了下去 比较危险
店铺很有特色 每家都可以看看",设施：4.0；环境：4.0；服务：4.0；,,84,negative,0.5613440275192261
永庆坊,eileen,https://www.dianping.com/member/1059339204,4.0,设施：4.0；环境：4.0；服务：4.0；,不愧是大名鼎鼎的永庆坊，有许多非遗展馆，很有文化底蕴，周围还有很多街边店小餐馆，充满市井生活气息。可惜那天晚上一直在忙，没有好好参观，下次得空好好再逛一遍,2023-12-08 00:11,0,0,不愧是大名鼎鼎的永庆坊，有许多非遗展馆，很有文化底蕴，周围还有很多街边店小餐馆，充满市井生活气息。可惜那天晚上一直在忙，没有好好参观，下次得空好好再逛一遍,设施：4.0；环境：4.0；服务：4.0；,,85,positive,0.9261652231216431
永庆坊,kwon,https://www.dianping.com/member/1124559245,4.0,设施：4.0；环境：5.0；服务：4.0；,"暑假的时候永庆坊有一个『非遗小使者』的活动，在网上看有这个活动之后马上拉着朋友过来一起玩，就是冲着这个印章的来的
暑假的永庆坊真的很多人，而且隔了不知道多久再去一次永庆坊真的每次来都感觉又有新的东西，越来越多的店铺而且整个永庆坊也越来越好看的",2023-12-04 02:07,1,0,"暑假的时候永庆坊有一个『非遗小使者』的活动，在网上看有这个活动之后马上拉着朋友过来一起玩，就是冲着这个印章的来的
暑假的永庆坊真的很多人，而且隔了不知道多久再去一次永庆坊真的每次来都感觉又有新的东西，越来越多的店铺而且整个永庆坊也越来越好看的",设施：4.0；环境：5.0；服务：4.0；,,86,positive,0.9603633880615234
永庆坊,赖皮,https://www.dianping.com/member/1984934100,5.0,设施：5.0；环境：5.0；服务：5.0；,特意带我们过来，结果她不是很喜欢，我就觉得还可以，就比较好逛，挺多潮流商铺，人气挺好的，还有博物馆，可以听越剧！一直走就到了上下九，不过其实逛完里面已经很累啦！李小龙故居保存的还挺好的！看到很多小朋友来写生,2023-11-30 22:58,0,0,特意带我们过来，结果她不是很喜欢，我就觉得还可以，就比较好逛，挺多潮流商铺，人气挺好的，还有博物馆，可以听越剧！一直走就到了上下九，不过其实逛完里面已经很累啦！李小龙故居保存的还挺好的！看到很多小朋友来写生,设施：5.0；环境：5.0；服务：5.0；,,87,positive,0.708516538143158
永庆坊,lp3tinn,https://www.dianping.com/member/35136284,5.0,设施：4.5；环境：4.5；服务：4.5；,之前走上下九的时候看到过永庆坊的牌子，还以为他跟上下九是一条街，这次看到牌子往里拐了一下，才返现原来里面才是永庆坊，而且里面面积还挺大，一定要往里面走，别有洞天，很热闹，走到李小龙祖居那边在往上下九走，算是逛了的比较完整吧。,2023-11-30 22:47,0,0,之前走上下九的时候看到过永庆坊的牌子，还以为他跟上下九是一条街，这次看到牌子往里拐了一下，才返现原来里面才是永庆坊，而且里面面积还挺大，一定要往里面走，别有洞天，很热闹，走到李小龙祖居那边在往上下九走，算是逛了的比较完整吧。,设施：4.5；环境：4.5；服务：4.5；,,88,positive,0.7317364811897278
永庆坊,土豆妮妮,https://www.dianping.com/member/25207983,4.5,设施：4.5；环境：4.5；服务：4.5；,永庆坊和上海的新天地有点像，李小龙祖居，特别具有广东通色！,2023-11-30 14:55,0,0,永庆坊和上海的新天地有点像，李小龙祖居，特别具有广东通色！,设施：4.5；环境：4.5；服务：4.5；,,89,positive,0.7046003341674805
永庆坊,匿名用户,匿名用户,5.0,设施：5.0；环境：5.0；服务：5.0；,值得一去的后现代商业体，吃喝比较多，艺术氛围也有一点，有点像上海的田子坊，但是要比田子坊大很多，可以在坊间吃吃下午茶，听听粤剧，逛一逛李小龙祖居，龙哥小时候长大的地方，离烧沙面不远，可以选择逛完了去沙面溜达溜达,2023-11-25 15:49,0,0,值得一去的后现代商业体，吃喝比较多，艺术氛围也有一点，有点像上海的田子坊，但是要比田子坊大很多，可以在坊间吃吃下午茶，听听粤剧，逛一逛李小龙祖居，龙哥小时候长大的地方，离烧沙面不远，可以选择逛完了去沙面溜达溜达,设施：5.0；环境：5.0；服务：5.0；,,90,positive,0.9626007080078125
永庆坊,费米哥,https://www.dianping.com/member/6054070,4.5,设施：5.0；环境：4.5；服务：4.5；,"永庆坊现在变得好漂亮，超级适合闲逛拍照…
来荔湾区，有三大去处推荐，一个是荔湾湖荔枝湾涌，一个是沙面，最后一个就是永庆坊了
逛永庆坊从正门进去，第一个小路口左拐可以去李小龙祖居
记得兜一下后面的粤剧博物馆，亭台楼阁林立，月亮桥就在博物馆后面，沿着涌边一直兜，可以看到很多休息饮食的地方，超文艺的一片地方",2023-11-15 23:36,0,0,"永庆坊现在变得好漂亮，超级适合闲逛拍照…
来荔湾区，有三大去处推荐，一个是荔湾湖荔枝湾涌，一个是沙面，最后一个就是永庆坊了
逛永庆坊从正门进去，第一个小路口左拐可以去李小龙祖居
记得兜一下后面的粤剧博物馆，亭台楼阁林立，月亮桥就在博物馆后面，沿着涌边一直兜，可以看到很多休息饮食的地方，超文艺的一片地方",设施：5.0；环境：4.5；服务：4.5；,,91,positive,0.9656137228012085
永庆坊,qzone_7796270216,https://www.dianping.com/member/77069011,4.5,设施：4.5；环境：4.5；服务：4.5；,这个地方人就是特别多～以非遗的东西为主，基本巷子里都是卖东西的～白天人少的情况下拍拍照也是不错滴！晚上桥边也有几家酒馆清吧，坐坐也不错！不过我赶着去吃陶陶居！就没有好好逛，随意照了几张照片就走了～下次有机会再来！,2023-11-11 16:55,0,0,这个地方人就是特别多～以非遗的东西为主，基本巷子里都是卖东西的～白天人少的情况下拍拍照也是不错滴！晚上桥边也有几家酒馆清吧，坐坐也不错！不过我赶着去吃陶陶居！就没有好好逛，随意照了几张照片就走了～下次有机会再来！,设施：4.5；环境：4.5；服务：4.5；,,92,positive,0.8133383393287659
永庆坊,grgr1991,https://www.dianping.com/member/752444107,3.5,设施：3.5；环境：3.5；服务：3.5；,广州出差两小时空隙游第一站，永庆坊不大一会就逛完了，粤剧博物馆陈列的五大粤剧名伶中并没有美若仙，买了生旦净末丑的冰箱贴，然后逛到岁月邮局，遇到一个文创店，买了一对醒狮小摆件。再逛到李小龙故居也就逛差不多了，最后路边买了杯鸳鸯挺好喝,"2023-11-04
  更新于2023-11-07 22:45",0,0,广州出差两小时空隙游第一站，永庆坊不大一会就逛完了，粤剧博物馆陈列的五大粤剧名伶中并没有美若仙，买了生旦净末丑的冰箱贴，然后逛到岁月邮局，遇到一个文创店，买了一对醒狮小摆件。再逛到李小龙故居也就逛差不多了，最后路边买了杯鸳鸯挺好喝,设施：3.5；环境：3.5；服务：3.5；,,93,positive,0.5582447052001953
永庆坊,样式雷,https://www.dianping.com/member/84760555,4.5,设施：4.5；环境：4.0；服务：4.0；,广州永庆坊还是值得大家来的哦，很多小店 还有越剧博物馆，还有李小龙的故居，还是值得大家来一趟的哦……,2023-11-04 16:14,0,0,广州永庆坊还是值得大家来的哦，很多小店 还有越剧博物馆，还有李小龙的故居，还是值得大家来一趟的哦……,设施：4.5；环境：4.0；服务：4.0；,,94,positive,0.6182389259338379
永庆坊,jackson,https://www.dianping.com/member/90989724,4.5,设施：4.5；环境：4.5；服务：4.5；,"在永庆坊闲逛，想看看夜景
在非遗街区走着走着就误入这座月亮桥
简直一整个惊喜意外收获，永庆坊这个月亮桥很火，之前在**还有小红书看到很多图，还以为是p图效果
自己拍不出来，没想到这次撞见，是真的是真的！
它就静静的在那，就是那个样子，开灯后的桥和水中倒影交相辉映尤其浪漫",2023-11-01 13:59,1,0,"在永庆坊闲逛，想看看夜景
在非遗街区走着走着就误入这座月亮桥
简直一整个惊喜意外收获，永庆坊这个月亮桥很火，之前在**还有小红书看到很多图，还以为是p图效果
自己拍不出来，没想到这次撞见，是真的是真的！
它就静静的在那，就是那个样子，开灯后的桥和水中倒影交相辉映尤其浪漫",设施：4.5；环境：4.5；服务：4.5；,,95,positive,0.9954392313957214
永庆坊,饲养员的小公主,https://www.dianping.com/member/766594887,5.0,设施：5.0；环境：5.0；服务：5.0；,"永庆坊跑章一部分地方
🐾🐾🐾🐾🐾盖章合集🐾🐾🐾🐾🐾
-永庆坊：
-193创意市集1田子坊（三生有信）（9色套章）
-193创意集市2楼9色套装送7个城市章
- 猫的天空之城
- 钟书阁
- 织织复吱吱
- 这么小的糖水店
- 广彩法琅
- 法琅店旁边巷子里的广州卷轴
- 李小龙顾居
-",2023-10-31 09:05,3,2,"永庆坊跑章一部分地方
🐾🐾🐾🐾🐾盖章合集🐾🐾🐾🐾🐾
-永庆坊：
-193创意市集1田子坊（三生有信）（9色套章）
-193创意集市2楼9色套装送7个城市章
- 猫的天空之城
- 钟书阁
- 织织复吱吱
- 这么小的糖水店
- 广彩法琅
- 法琅店旁边巷子里的广州卷轴
- 李小龙顾居
-",设施：5.0；环境：5.0；服务：5.0；,,96,positive,0.5422402024269104
永庆坊,cy2216,https://www.dianping.com/member/777890532,5.0,设施：5.0；环境：5.0；服务：5.0；,永庆坊真的好大，特别热闹，旁边还有李小龙故居，粤剧艺术博物馆，真的好看好玩好逛！,2023-10-29 22:23,0,0,永庆坊真的好大，特别热闹，旁边还有李小龙故居，粤剧艺术博物馆，真的好看好玩好逛！,设施：5.0；环境：5.0；服务：5.0；,,97,positive,0.8868687748908997
永庆坊,如歌0711,https://www.dianping.com/member/34823853,4.0,设施：4.0；环境：4.0；服务：4.0；,永庆坊被评为非物质文化遗产街区，喜欢穿汉服的很适合在此拍照,2023-10-22 22:41,0,0,永庆坊被评为非物质文化遗产街区，喜欢穿汉服的很适合在此拍照,设施：4.0；环境：4.0；服务：4.0；,,98,positive,0.5585583448410034
永庆坊,澜得美食,https://www.dianping.com/member/1560731807,4.5,设施：5.0；环境：5.0；服务：4.5；,"神秘西关，永庆坊的古韵浸润岁月

你是否渴望一段穿越时空的历史之旅？

走进永庆坊的古老与创新的门扉，仿佛进入了一个神秘的时空隧道。这里每一座青石巷弄都透露着浓厚的历史氛围。曲径通幽，古老的建筑与红砖混搭，悄然讲述着每一个砖瓦间的故事。一抹阳光洒下，温暖的光线穿过老房屋的窗户，投射在古琴声中。街巷两旁的小摊贩散发着诱人的食香，让人垂涎欲滴。在这里，你可以漫步在石板小巷中，追寻旧时的痕迹。一杯热气腾腾的特色饮品，可与友人畅快聊天，尽情品味这散发着浓郁人文气息的地方。

西关永庆坊是一段被遗忘的历史，如今却与现代生活融为一体。别再错过这个充满魅力的地方，走进永庆坊，感受时光的洗礼，感悟古人智慧。与家人、朋友一同来此，珍惜这宝贵的时光。让我们重拾对历史的热爱，留住永庆坊的千姿百态，共同传承这份独特的文化遗产！",2023-10-22 17:20,0,0,"神秘西关，永庆坊的古韵浸润岁月

你是否渴望一段穿越时空的历史之旅？

走进永庆坊的古老与创新的门扉，仿佛进入了一个神秘的时空隧道。这里每一座青石巷弄都透露着浓厚的历史氛围。曲径通幽，古老的建筑与红砖混搭，悄然讲述着每一个砖瓦间的故事。一抹阳光洒下，温暖的光线穿过老房屋的窗户，投射在古琴声中。街巷两旁的小摊贩散发着诱人的食香，让人垂涎欲滴。在这里，你可以漫步在石板小巷中，追寻旧时的痕迹。一杯热气腾腾的特色饮品，可与友人畅快聊天，尽情品味这散发着浓郁人文气息的地方。

西关永庆坊是一段被遗忘的历史，如今却与现代生活融为一体。别再错过这个充满魅力的地方，走进永庆坊，感受时光的洗礼，感悟古人智慧。与家人、朋友一同来此，珍惜这宝贵的时光。让我们重拾对历史的热爱，留住永庆坊的千姿百态，共同传承这份独特的文化遗产！",设施：5.0；环境：5.0；服务：4.5；,,99,positive,0.9882826209068298
永庆坊,feidoula,https://www.dianping.com/member/789267307,5.0,设施：5.0；环境：5.0；服务：5.0；,"永庆坊汇聚的信息量太大了，多种各时期的建筑，汇聚在此，并独立成景
里边商业状况也非常繁杂，有钟书阁，有麦当劳，有戏台，有水榭，不知道，应该给他的定义是什么？居然门口不远处有中国铁路之父詹天佑的故居，里边还有李小龙的祖居，只是时间太紧迫，不能一一细细观看，倒也中了很高的草，看来做攻略是以后出行必备的",2023-10-21 14:49,0,0,"永庆坊汇聚的信息量太大了，多种各时期的建筑，汇聚在此，并独立成景
里边商业状况也非常繁杂，有钟书阁，有麦当劳，有戏台，有水榭，不知道，应该给他的定义是什么？居然门口不远处有中国铁路之父詹天佑的故居，里边还有李小龙的祖居，只是时间太紧迫，不能一一细细观看，倒也中了很高的草，看来做攻略是以后出行必备的",设施：5.0；环境：5.0；服务：5.0；,,100,positive,0.8519673943519592
永庆坊,丑丑,https://www.dianping.com/member/795259865,4.0,设施：4.0；环境：4.0；服务：4.0；,"永庆坊，广州非遗街区，🈶️几个不同的街区划分，还是挺有特色的，但是没有给人眼前一亮的感觉！
街区里有豫剧博物馆，还有各式各样的非遗店面，还是有几家不错的小店！
但是街区整个的物价有点虚高，还是有很大的提升空间的！",2023-10-18 15:20,0,0,"永庆坊，广州非遗街区，🈶️几个不同的街区划分，还是挺有特色的，但是没有给人眼前一亮的感觉！
街区里有豫剧博物馆，还有各式各样的非遗店面，还是有几家不错的小店！
但是街区整个的物价有点虚高，还是有很大的提升空间的！",设施：4.0；环境：4.0；服务：4.0；,,101,negative,0.8715484142303467
永庆坊,alanxiaii,https://www.dianping.com/member/1637088881,3.5,设施：3.5；环境：3.5；服务：3.5；,"在广州的最后一天 逛到永庆坊
和上海的田子坊很像 大概现在的商业街都是这个模式🏬
看到有一家卖菠萝啤的店名字很有意思
有一个活字印刷的店 忘了店名叫什么
进去买了一个自己的字的吊坠
可惜我选的那个款式只有200个常用字 
没有我的姓氏
里面还有李小龙祖居",2023-10-17 20:59,0,0,"在广州的最后一天 逛到永庆坊
和上海的田子坊很像 大概现在的商业街都是这个模式🏬
看到有一家卖菠萝啤的店名字很有意思
有一个活字印刷的店 忘了店名叫什么
进去买了一个自己的字的吊坠
可惜我选的那个款式只有200个常用字 
没有我的姓氏
里面还有李小龙祖居",设施：3.5；环境：3.5；服务：3.5；,,102,positive,0.618113100528717
永庆坊,桃乐丝甜甜,https://www.dianping.com/member/2755780252,4.5,设施：4.5；环境：4.5；服务：4.5；,有点像上海的田子坊和新天地的结合体，确实很热闹，想来看著名的月亮桥的，结果晚到几分钟，关灯了。李小龙故居也在这里哦～免费参观，而且开到很晚～,2023-10-15 03:14,5,0,有点像上海的田子坊和新天地的结合体，确实很热闹，想来看著名的月亮桥的，结果晚到几分钟，关灯了。李小龙故居也在这里哦～免费参观，而且开到很晚～,设施：4.5；环境：4.5；服务：4.5；,,103,positive,0.8469196557998657
永庆坊,小叮当是只小猫咪,https://www.dianping.com/member/52522724,4.0,设施：4.0；环境：4.0；服务：4.0；,"永庆坊面积不太大，离黄沙地铁站有些距离，走路大概7.8分钟左右。在广州最后一天的上午逛了逛。
可以悠哉悠哉的逛逛小店。有家双皮奶的店，逛累了可以进去吃点，休息会。
走到巷子深处可以参观下李小龙的故居。
整体下来逛1个半小时足矣。","2023-10-13
  更新于2023-10-21 07:00",13,0,"永庆坊面积不太大，离黄沙地铁站有些距离，走路大概7.8分钟左右。在广州最后一天的上午逛了逛。
可以悠哉悠哉的逛逛小店。有家双皮奶的店，逛累了可以进去吃点，休息会。
走到巷子深处可以参观下李小龙的故居。
整体下来逛1个半小时足矣。",设施：4.0；环境：4.0；服务：4.0；,,104,positive,0.6535789966583252
永庆坊,jenny-菲萨,https://www.dianping.com/member/817889929,4.0,设施：4.0；环境：4.0；服务：3.5；,讲真，作为老广，竟然是第一次到永庆坊。目前已开发了两期，一圈逛下来，确实很值得一游，如果加上导游解说，会理解得更深入。有党性的芭蕉树，喜茶对出的大榕树，李小龙故居，中西结合的洋楼……微改造的成果，改旧如旧，让人寻得回乡愁。,2023-10-11 00:39,0,0,讲真，作为老广，竟然是第一次到永庆坊。目前已开发了两期，一圈逛下来，确实很值得一游，如果加上导游解说，会理解得更深入。有党性的芭蕉树，喜茶对出的大榕树，李小龙故居，中西结合的洋楼……微改造的成果，改旧如旧，让人寻得回乡愁。,设施：4.0；环境：4.0；服务：3.5；,,105,positive,0.9213384389877319
永庆坊,匿名用户,匿名用户,4.0,设施：4.0；环境：4.0；服务：4.0；,国庆假期后去的、人流量明显少了很多，停车位也充足，沿着河边的小餐馆很有格调，逛起来还是很舒服的，在原有旧房基础上翻新做的很好。里面也有粤剧博物馆和李小龙祖居等，能了解到很多知识和老广西关大屋的历史！值得一逛！！！！！,2023-10-09 17:45,0,0,国庆假期后去的、人流量明显少了很多，停车位也充足，沿着河边的小餐馆很有格调，逛起来还是很舒服的，在原有旧房基础上翻新做的很好。里面也有粤剧博物馆和李小龙祖居等，能了解到很多知识和老广西关大屋的历史！值得一逛！！！！！,设施：4.0；环境：4.0；服务：4.0；,,106,positive,0.9427853226661682
永庆坊,吃了上顿愁下顿,https://www.dianping.com/member/836102318,4.5,设施：4.5；环境：4.5；服务：4.5；,"十一长假的最后一站就是广州，珠江逛了，小蛮腰也看了，还有五个小时就要告别广州永庆坊来看看。
  一个极具city woke风的老式建筑区与外围的旗楼交相衬托，老街散发出属于这个时代的新活力。
   穿巷走石板路，永庆一巷13号是李小龙父亲李海泉的居所，屋內保留了典型的西关大屋建筑风格，具有时代特征的砖木结构，雕梁画柱 彩色雕花玻璃屏风。
   紧挨着水庆坊，有一个粤剧艺术与园林建筑完美的结合体—粤剧艺术博物馆，主载展览，演出，教育 研究等功能。",2023-10-08 09:32,2,0,"十一长假的最后一站就是广州，珠江逛了，小蛮腰也看了，还有五个小时就要告别广州永庆坊来看看。
  一个极具city woke风的老式建筑区与外围的旗楼交相衬托，老街散发出属于这个时代的新活力。
   穿巷走石板路，永庆一巷13号是李小龙父亲李海泉的居所，屋內保留了典型的西关大屋建筑风格，具有时代特征的砖木结构，雕梁画柱 彩色雕花玻璃屏风。
   紧挨着水庆坊，有一个粤剧艺术与园林建筑完美的结合体—粤剧艺术博物馆，主载展览，演出，教育 研究等功能。",设施：4.5；环境：4.5；服务：4.5；,,107,positive,0.6855776906013489
永庆坊,梅心尔尔,https://www.dianping.com/member/179471974,5.0,设施：5.0；环境：5.0；服务：5.0；,"令人惊艳
又有烟火气
又有广州的情怀
又现代
又怀旧
很有层次感

听听粤剧
尝莲香楼小点
荔湾城市记忆馆
李小龙故居
钟书阁
乡愁广场
真的令人目不暇接
难以忘怀

我爱广州",2023-10-06 07:02,0,0,"令人惊艳
又有烟火气
又有广州的情怀
又现代
又怀旧
很有层次感

听听粤剧
尝莲香楼小点
荔湾城市记忆馆
李小龙故居
钟书阁
乡愁广场
真的令人目不暇接
难以忘怀

我爱广州",设施：5.0；环境：5.0；服务：5.0；,,108,positive,0.9945749044418335
永庆坊,mistto_,https://www.dianping.com/member/10464625,4.0,设施：4.0；环境：4.0；服务：4.0；,这个地方给我的感觉比较熟悉，有点像上海的田子坊或者张园，品牌就介于两者之间，房子应该是老房子，然后在这个基础上引入品牌，变成商业区，新老并茂，并且有博物馆和李小龙故居等等的加持，更有文化上的层次感。在里面吃了双皮奶，喝了鸳鸯，又喝了菠萝啤，愉快的下午之旅。,2023-10-05 13:29,0,0,这个地方给我的感觉比较熟悉，有点像上海的田子坊或者张园，品牌就介于两者之间，房子应该是老房子，然后在这个基础上引入品牌，变成商业区，新老并茂，并且有博物馆和李小龙故居等等的加持，更有文化上的层次感。在里面吃了双皮奶，喝了鸳鸯，又喝了菠萝啤，愉快的下午之旅。,设施：4.0；环境：4.0；服务：4.0；,,109,positive,0.8872993588447571
永庆坊,碳水战士花菜小阿姨粉毕回,https://www.dianping.com/member/40546240,4.5,设施：4.5；环境：4.0；服务：4.0；,"人呢，超级多热闹
类似于成都的宽窄巷子
很多吃的
氛围不错
偶遇李小龙故居很赞",2023-10-03 02:36,1,0,"人呢，超级多热闹
类似于成都的宽窄巷子
很多吃的
氛围不错
偶遇李小龙故居很赞",设施：4.5；环境：4.0；服务：4.0；,,110,positive,0.7670340538024902
永庆坊,大黄蜂,https://www.dianping.com/member/907611941,4.5,设施：4.5；环境：4.5；服务：4.5；,广州最美的骑楼街，具备了传统的西关文化传承和时代都市🌃生活的融入，确实有着很棒的感觉体验。穿街过巷显现眼前的是广府非遗文化踪迹，感觉穿越时空，放慢脚步👣好好去感受一番，领略独特的老西关文化。个人建议可以精心打扮，穿上汉服拍照📷出片效果必须是绝绝子了,2023-10-02 22:03,0,0,广州最美的骑楼街，具备了传统的西关文化传承和时代都市🌃生活的融入，确实有着很棒的感觉体验。穿街过巷显现眼前的是广府非遗文化踪迹，感觉穿越时空，放慢脚步👣好好去感受一番，领略独特的老西关文化。个人建议可以精心打扮，穿上汉服拍照📷出片效果必须是绝绝子了,设施：4.5；环境：4.5；服务：4.5；,,111,positive,0.9815838932991028
永庆坊,大g游西湖,https://www.dianping.com/member/902994164,5.0,设施：4.0；环境：5.0；服务：3.0；,"非遗街区，真的很漂亮
我大西关文化，我爱岭南文化
这里拍照📷真的很出片，不知道还以为我去江南了",2023-09-30 21:12,0,0,"非遗街区，真的很漂亮
我大西关文化，我爱岭南文化
这里拍照📷真的很出片，不知道还以为我去江南了",设施：4.0；环境：5.0；服务：3.0；,,112,positive,0.9704360961914062
永庆坊,大g游西湖,https://www.dianping.com/member/902994164,5.0,设施：4.0；环境：5.0；服务：3.0；,"非遗街区，真的很漂亮
我大西关文化，我爱岭南文化
这里拍照📷真的很出片，不知道还以为我去江南了",2023-09-30 21:12,0,0,"非遗街区，真的很漂亮
我大西关文化，我爱岭南文化
这里拍照📷真的很出片，不知道还以为我去江南了",设施：4.0；环境：5.0；服务：3.0；,,113,positive,0.9704360961914062
永庆坊,小静想长肉_,https://www.dianping.com/member/639161832,4.5,设施：5.0；环境：4.5；服务：4.5；,"中秋国庆假期免费好去处～氛围感满满

公交站出来右转直走走6分钟就到二期
.
玩一天不在话下～
楼顶拍越剧博物馆也好好看！！
晚上开灯时间18:00
还可以集印章✅
必吃榜鱼皮、李小龙祖居也在一期外边！！
.
📍：广州永庆坊
🎫：免费
🚇：1号线黄沙站b出口6分钟",2023-09-22 20:28,39,3,"中秋国庆假期免费好去处～氛围感满满

公交站出来右转直走走6分钟就到二期
.
玩一天不在话下～
楼顶拍越剧博物馆也好好看！！
晚上开灯时间18:00
还可以集印章✅
必吃榜鱼皮、李小龙祖居也在一期外边！！
.
📍：广州永庆坊
🎫：免费
🚇：1号线黄沙站b出口6分钟",设施：5.0；环境：4.5；服务：4.5；,,114,positive,0.9937669038772583
永庆坊,匿名用户,匿名用户,4.0,设施：4.0；环境：4.0；服务：3.5；,"「广州非遗街区(永庆坊)」
赶在结束前去逛了一逛 挺小的一个地方 
两层楼 一楼有一些小周边 然后有超级多的人盖章❗️❗️❗️
二楼是一些猫猫模型摆件和一些画 都很可爱
不过真的几分钟就可以逛完了",2023-09-12 16:35,0,0,"「广州非遗街区(永庆坊)」
赶在结束前去逛了一逛 挺小的一个地方 
两层楼 一楼有一些小周边 然后有超级多的人盖章❗️❗️❗️
二楼是一些猫猫模型摆件和一些画 都很可爱
不过真的几分钟就可以逛完了",设施：4.0；环境：4.0；服务：3.5；,,115,negative,0.7241677641868591
永庆坊,毛你十五分,https://www.dianping.com/member/788213836,5.0,设施：5.0；环境：5.0；服务：5.0；,步行街挺大的，各种非遗保护的建筑，值得去溜溜！,2023-09-02 21:55,0,0,步行街挺大的，各种非遗保护的建筑，值得去溜溜！,设施：5.0；环境：5.0；服务：5.0；,,116,positive,0.86217200756073
永庆坊,耐心勤奋呼呼蝶,https://www.dianping.com/member/3425457034,4.0,设施：4.5；环境：4.5；服务：4.5；,整个场地都很大，有好多好玩的地方，里面的店的话都很复古，有很多非遗的手工店和精品店，里面真的有好多的宝藏店，可以先去买个寄章本，在永庆坊的主题店里买很好看，可以在集章的过程中去探永庆坊里面的店，超级有乐趣,2023-09-02 20:09,0,0,整个场地都很大，有好多好玩的地方，里面的店的话都很复古，有很多非遗的手工店和精品店，里面真的有好多的宝藏店，可以先去买个寄章本，在永庆坊的主题店里买很好看，可以在集章的过程中去探永庆坊里面的店，超级有乐趣,设施：4.5；环境：4.5；服务：4.5；,,117,positive,0.9707739353179932
永庆坊,qtana,https://www.dianping.com/member/27584085,5.0,设施：5.0；环境：5.0；服务：5.0；,"去永庆坊记得搭地铁啊，从黄沙b出口出，按着导航走就可以啦～黄沙地铁站出口是领展广场，很多吃的
永庆坊有一个非遗街区，广绣、广彩、珐琅、醒狮，都有工作坊，沿着永庆坊走，还看到了骑楼。暑假人很多，很热闹。",2023-09-02 17:15,1,0,"去永庆坊记得搭地铁啊，从黄沙b出口出，按着导航走就可以啦～黄沙地铁站出口是领展广场，很多吃的
永庆坊有一个非遗街区，广绣、广彩、珐琅、醒狮，都有工作坊，沿着永庆坊走，还看到了骑楼。暑假人很多，很热闹。",设施：5.0；环境：5.0；服务：5.0；,,118,positive,0.7763487100601196
永庆坊,bingo999,https://www.dianping.com/member/8058739,5.0,设施：5.0；环境：5.0；服务：5.0；,永庆坊是广州新兴的历史文化街区，其中不乏有一些名人故居，像大家耳熟能详的李小龙故居、詹天佑故居等，而且还有一些特色小店。如今的永庆坊在原有街坊的基础上，保留和修复西关骑楼、西关名人建筑、粤剧艺术博物馆等城市乡愁符号，努力打造广州新名片。在这里一砖一瓦都折射出历史的痕迹，仿佛在诉说着这座城市的前世今生。,2023-08-26 19:55,1,0,永庆坊是广州新兴的历史文化街区，其中不乏有一些名人故居，像大家耳熟能详的李小龙故居、詹天佑故居等，而且还有一些特色小店。如今的永庆坊在原有街坊的基础上，保留和修复西关骑楼、西关名人建筑、粤剧艺术博物馆等城市乡愁符号，努力打造广州新名片。在这里一砖一瓦都折射出历史的痕迹，仿佛在诉说着这座城市的前世今生。,设施：5.0；环境：5.0；服务：5.0；,,119,positive,0.7852537035942078
