ASIN,内容,_text,_score,_group,_id,sentiment,sentiment_conf,cluster_id
美食,说走就走～打卡潮州古城～牌坊街品尝潮州美食欣赏广济桥春节灯光秀 [跳跳][跳跳]走走停停，一座充满年味的城市，  潮州·潮州古城 ,说走就走～打卡潮州古城～牌坊街品尝潮州美食欣赏广济桥春节灯光秀 [跳跳][跳跳]走走停停，一座充满年味的城市，  潮州·潮州古城 ,,美食,457,positive,0.9992726445198059,19
美食,我在潮州等你，游览潮州古城～牌坊街。每座牌坊都承载着大量的历史文化信息，以及令人难忘的故事。今日最难忘的故事就是：人气太旺，停车场全部停满，美食店全部客满。不停的听到：不好意思，“没位子”，“卖光了”，“不接单了”。,我在潮州等你，游览潮州古城～牌坊街。每座牌坊都承载着大量的历史文化信息，以及令人难忘的故事。今日最难忘的故事就是：人气太旺，停车场全部停满，美食店全部客满。不停的听到：不好意思，“没位子”，“卖光了”，“不接单了”。,,美食,458,positive,0.9992486834526062,14
美食,1/23潮州古城 /  牌坊街  /  广济桥砂锅粥/  生腌/  牛肉火锅/ 各种粿条 花菜shero的微博视频 ,1/23潮州古城 /  牌坊街  /  广济桥砂锅粥/  生腌/  牛肉火锅/ 各种粿条 花菜shero的微博视频 ,,美食,459,negative,0.9270505905151367,10
文化,"早上云雾缭绕的小站台，乘车去潮汕站打车到牌坊街，沿街欣赏、逛吃牌坊街始建于宋，成型于明清，最后修复时间是2006年，体现出潮州古城的历史文化积淀。途经精美、工致的开元寺；大气、磅礴的广济楼；中国四大古桥之一的广济桥，桥上遥遥相望的韩公祠来潮州的初衷当然是为了潮汕正宗的牛展开,早上云雾缭绕的小站台，乘车去潮汕站打车到牌坊街，沿街欣赏、逛吃牌坊街始建于宋，成型于明清，最后修复时间是2006年，体现出潮州古城的历史文化积淀。途经精美、工致的开元寺；大气、磅礴的广济楼；中国四大古桥之一的广济桥，桥上遥遥相望的韩公祠来潮州的初衷当然是为了潮汕正宗的牛肉火锅它的妙处是只选位置对的牛肉涮，所以新鲜嫩滑爽口潮州街上的酒料就是我们耳熟能详的潮汕生腌这可能只有来过潮州的才知道不知怎么对潮州印象极好，一定要再去一次，还住那个客栈 收起","早上云雾缭绕的小站台，乘车去潮汕站打车到牌坊街，沿街欣赏、逛吃牌坊街始建于宋，成型于明清，最后修复时间是2006年，体现出潮州古城的历史文化积淀。途经精美、工致的开元寺；大气、磅礴的广济楼；中国四大古桥之一的广济桥，桥上遥遥相望的韩公祠来潮州的初衷当然是为了潮汕正宗的牛展开,早上云雾缭绕的小站台，乘车去潮汕站打车到牌坊街，沿街欣赏、逛吃牌坊街始建于宋，成型于明清，最后修复时间是2006年，体现出潮州古城的历史文化积淀。途经精美、工致的开元寺；大气、磅礴的广济楼；中国四大古桥之一的广济桥，桥上遥遥相望的韩公祠来潮州的初衷当然是为了潮汕正宗的牛肉火锅它的妙处是只选位置对的牛肉涮，所以新鲜嫩滑爽口潮州街上的酒料就是我们耳熟能详的潮汕生腌这可能只有来过潮州的才知道不知怎么对潮州印象极好，一定要再去一次，还住那个客栈 收起",,文化,460,positive,0.999816358089447,11
古城,"潮州古城人气旺啊，摩肩接踵，人山人海。开心的是人气回来了，难过的是拍不到背景清爽的照片了永济桥还是挺值得一看的。像这样在桥墩上建24牌坊和楼台亭阁，中间有18艘古梭船相连接的浮桥（下午5:30左右浮桥会收起来，以便货船从江面通过，早上再用船相连），确是第一次见，很有特色。 展开,潮州古城人气旺啊，摩肩接踵，人山人海。开心的是人气回来了，难过的是拍不到背景清爽的照片了永济桥还是挺值得一看的。像这样在桥墩上建24牌坊和楼台亭阁，中间有18艘古梭船相连接的浮桥（下午5:30左右浮桥会收起来，以便货船从江面通过，早上再用船相连），确是第一次见，很有特色。 潮州·潮州古城 收起","潮州古城人气旺啊，摩肩接踵，人山人海。开心的是人气回来了，难过的是拍不到背景清爽的照片了永济桥还是挺值得一看的。像这样在桥墩上建24牌坊和楼台亭阁，中间有18艘古梭船相连接的浮桥（下午5:30左右浮桥会收起来，以便货船从江面通过，早上再用船相连），确是第一次见，很有特色。 展开,潮州古城人气旺啊，摩肩接踵，人山人海。开心的是人气回来了，难过的是拍不到背景清爽的照片了永济桥还是挺值得一看的。像这样在桥墩上建24牌坊和楼台亭阁，中间有18艘古梭船相连接的浮桥（下午5:30左右浮桥会收起来，以便货船从江面通过，早上再用船相连），确是第一次见，很有特色。 潮州·潮州古城 收起",,古城,461,positive,0.9921237826347351,19
古城,潮州古城潮州牌坊街 实际我也姆知搓人做尼想个，我点点想无 ,潮州古城潮州牌坊街 实际我也姆知搓人做尼想个，我点点想无 ,,古城,462,negative,0.5700170397758484,14
古城,潮州古城里面都是骑楼，有一条牌坊街，很多特色小店，今天人多也很热闹。还去了开元寺祈福。 潮州·兰桂坊大酒店 ,潮州古城里面都是骑楼，有一条牌坊街，很多特色小店，今天人多也很热闹。还去了开元寺祈福。 潮州·兰桂坊大酒店 ,,古城,463,positive,0.9962198138237,4
美食,"千年古韵潮州牌坊街，一起体验潮式慢生活，HI，元旦假期一行14人浩浩荡荡的来吃吃喝喝了，顺带打卡了几个店铺和潮州牌坊街。好实在裸条店黑人叔叔腐乳鸡翅上茶好实在牛肉火锅·烤盘言归正传，潮州古城的路线推荐。潮州牌坊街--潮州西湖--潮州广济桥--开元寺。展开,千年古韵潮州牌坊街，一起体验潮式慢生活，HI，元旦假期一行14人浩浩荡荡的来吃吃喝喝了，顺带打卡了几个店铺和潮州牌坊街。好实在裸条店黑人叔叔腐乳鸡翅上茶好实在牛肉火锅·烤盘言归正传，潮州古城的路线推荐。潮州牌坊街--潮州西湖--潮州广济桥--开元寺。潮州景点基本都是不收费的，棒呆~古城里的牌坊据说有23个，上面都是不同的字碑。南洋风格建筑的骑楼，中西合璧的风格独具特色。错过这条街，你就错过了这座城…元旦假期来，游客不算多，逛起来蛮舒适的。美食、住宿都有。太适合悠闲的下午，走走停停跟姐妹逛吃逛吃啦~还偶遇了超帅气的铁骑，小哥哥看我们拍照，还给我比个耶~太可爱了叭。潮州啊，我早就想来了潮州美食推荐美食推荐 潮州·牌坊街 收起","千年古韵潮州牌坊街，一起体验潮式慢生活，HI，元旦假期一行14人浩浩荡荡的来吃吃喝喝了，顺带打卡了几个店铺和潮州牌坊街。好实在裸条店黑人叔叔腐乳鸡翅上茶好实在牛肉火锅·烤盘言归正传，潮州古城的路线推荐。潮州牌坊街--潮州西湖--潮州广济桥--开元寺。展开,千年古韵潮州牌坊街，一起体验潮式慢生活，HI，元旦假期一行14人浩浩荡荡的来吃吃喝喝了，顺带打卡了几个店铺和潮州牌坊街。好实在裸条店黑人叔叔腐乳鸡翅上茶好实在牛肉火锅·烤盘言归正传，潮州古城的路线推荐。潮州牌坊街--潮州西湖--潮州广济桥--开元寺。潮州景点基本都是不收费的，棒呆~古城里的牌坊据说有23个，上面都是不同的字碑。南洋风格建筑的骑楼，中西合璧的风格独具特色。错过这条街，你就错过了这座城…元旦假期来，游客不算多，逛起来蛮舒适的。美食、住宿都有。太适合悠闲的下午，走走停停跟姐妹逛吃逛吃啦~还偶遇了超帅气的铁骑，小哥哥看我们拍照，还给我比个耶~太可爱了叭。潮州啊，我早就想来了潮州美食推荐美食推荐 潮州·牌坊街 收起",,美食,464,positive,0.9999094009399414,19
古城,潮州古城，好热闹，整个牌坊街都是牛肉丸和卤鹅味魔幻的2022年终于快过去了明天就是崭新的2023 潮州·潮州西湖 ,潮州古城，好热闹，整个牌坊街都是牛肉丸和卤鹅味魔幻的2022年终于快过去了明天就是崭新的2023 潮州·潮州西湖 ,,古城,465,positive,0.999614953994751,19
古城,花灯节潮州古城潮州牌坊街广济楼2023潮州古城花灯灯展千年神韵·大美潮州 ,花灯节潮州古城潮州牌坊街广济楼2023潮州古城花灯灯展千年神韵·大美潮州 ,,古城,466,positive,0.9609473347663879,10
古城,潮州古城牌坊街上的甲第巷，欣赏古代大官家。 潮州·甲第巷 ,潮州古城牌坊街上的甲第巷，欣赏古代大官家。 潮州·甲第巷 ,,古城,467,positive,0.9957881569862366,4
古城,总要去趟潮州吧｜感受来自古城的浪漫潮州潮州古城潮州牌坊街潮州·牌坊街 ,总要去趟潮州吧｜感受来自古城的浪漫潮州潮州古城潮州牌坊街潮州·牌坊街 ,,古城,468,positive,0.998822033405304,19
美食,"潮州旅游攻略|来一次就会再爱上一次的地方潮州好玩好吃的可太多了，趁假期跟小姐妹来游玩了一波，作为资深吃货＋旅游爱好者的我们，这次又吃到撑死了，一天五六七八家可还行，潮州景点：潮州古城、牌坊街、广济楼、广济桥、西湖公园、开元寺、韩文公祠、泰佛殿，这几个地方都挺不错的，距展开,潮州旅游攻略|来一次就会再爱上一次的地方潮州好玩好吃的可太多了，趁假期跟小姐妹来游玩了一波，作为资深吃货＋旅游爱好者的我们，这次又吃到撑死了，一天五六七八家可还行，潮州景点：潮州古城、牌坊街、广济楼、广济桥、西湖公园、开元寺、韩文公祠、泰佛殿，这几个地方都挺不错的，距离也不远，两三天时间就可以逛完了，有潮州特色的小街小巷，古庙古寺，到处转转还是很惬意的，潮州美食：来潮州，不好好吃上几十顿，都对不起自己韩上楼吃早茶、溪口刘卜鹅肉店、老魏记杏仁茶、官塘原味鱼生这些都值得一吃，这次吃了几家新挖掘的不错的店：小黑妈炸鸡真是炸鸡的天花板，跟我在其他地方吃的口味不太一样，他们家炸鸡个头很大，炸的非常酥脆，都是新鲜出炉，热乎乎的吃起来，香到一口下去还流油，这家主打炸鸡、炸豆腐、十三香鸡爪，可以搭配着吃，不容易腻，地址：潮州湘桥区新桥路159号潮州打卡果汁冰公司来潮州就是要各种奶茶、果茶、饮料喝起来，这家店是朋友推荐的，来试了一下居然相当可以，店里选用的都是当季新鲜的水果，鲜榨果汁，下单就可以很快拿到，杯套还会有潮州的字样，打卡必备啊，我跟小伙伴们喝的草莓、牛油果、芒果、还有桑葚都还不错，我喝的牛油果卡士菜才18r，性价比高，味道浓郁，牛油果的味道很醇厚，配上卡士，比例刚好，这酸甜的口感什么季节喝都很合适，地址：潮州湘桥区新桥路159号这次旅程太匆忙好多好吃的还没顾得上吃，下次我再来，潮州 收起","潮州旅游攻略|来一次就会再爱上一次的地方潮州好玩好吃的可太多了，趁假期跟小姐妹来游玩了一波，作为资深吃货＋旅游爱好者的我们，这次又吃到撑死了，一天五六七八家可还行，潮州景点：潮州古城、牌坊街、广济楼、广济桥、西湖公园、开元寺、韩文公祠、泰佛殿，这几个地方都挺不错的，距展开,潮州旅游攻略|来一次就会再爱上一次的地方潮州好玩好吃的可太多了，趁假期跟小姐妹来游玩了一波，作为资深吃货＋旅游爱好者的我们，这次又吃到撑死了，一天五六七八家可还行，潮州景点：潮州古城、牌坊街、广济楼、广济桥、西湖公园、开元寺、韩文公祠、泰佛殿，这几个地方都挺不错的，距离也不远，两三天时间就可以逛完了，有潮州特色的小街小巷，古庙古寺，到处转转还是很惬意的，潮州美食：来潮州，不好好吃上几十顿，都对不起自己韩上楼吃早茶、溪口刘卜鹅肉店、老魏记杏仁茶、官塘原味鱼生这些都值得一吃，这次吃了几家新挖掘的不错的店：小黑妈炸鸡真是炸鸡的天花板，跟我在其他地方吃的口味不太一样，他们家炸鸡个头很大，炸的非常酥脆，都是新鲜出炉，热乎乎的吃起来，香到一口下去还流油，这家主打炸鸡、炸豆腐、十三香鸡爪，可以搭配着吃，不容易腻，地址：潮州湘桥区新桥路159号潮州打卡果汁冰公司来潮州就是要各种奶茶、果茶、饮料喝起来，这家店是朋友推荐的，来试了一下居然相当可以，店里选用的都是当季新鲜的水果，鲜榨果汁，下单就可以很快拿到，杯套还会有潮州的字样，打卡必备啊，我跟小伙伴们喝的草莓、牛油果、芒果、还有桑葚都还不错，我喝的牛油果卡士菜才18r，性价比高，味道浓郁，牛油果的味道很醇厚，配上卡士，比例刚好，这酸甜的口感什么季节喝都很合适，地址：潮州湘桥区新桥路159号这次旅程太匆忙好多好吃的还没顾得上吃，下次我再来，潮州 收起",,美食,469,positive,0.9998229146003723,19
古城,2023年第一场随心所欲的旅行潮州古城牌坊街广济桥泰佛殿潮州西湖偶遇两只小可爱 潮州·潮州古城 ,2023年第一场随心所欲的旅行潮州古城牌坊街广济桥泰佛殿潮州西湖偶遇两只小可爱 潮州·潮州古城 ,,古城,470,positive,0.9949511289596558,19
古城,潮州古城2023广济桥潮州牌坊街 潮州 ,潮州古城2023广济桥潮州牌坊街 潮州 ,,古城,471,positive,0.9795348048210144,10
古城,潮州古城，牌坊街，开元寺。最后一张照片，你知道他/她是谁吗潮州潮州古城牌坊街 潮州·潮州古城 ,潮州古城，牌坊街，开元寺。最后一张照片，你知道他/她是谁吗潮州潮州古城牌坊街 潮州·潮州古城 ,,古城,472,positive,0.810068666934967,4
古城,潮州古城  老城夜景走走广济楼逛逛牌坊街 潮州·潮州古城 ,潮州古城  老城夜景走走广济楼逛逛牌坊街 潮州·潮州古城 ,,古城,473,positive,0.9954501986503601,4
古城,潮州古城，牌坊街、广济桥，爱了[单身青蛙] 潮州·广济桥 ,潮州古城，牌坊街、广济桥，爱了[单身青蛙] 潮州·广济桥 ,,古城,474,positive,0.99812251329422,4
古城,"最新的潮州城区停车专项规划显示，潮州古城的牌坊街中轴线上，只有两个停车场——牌坊街中段的开元寺停车场，以及牌坊街北入口的府学旧地停车场。这就是我们经常讲的，自驾来潮州古城核心区，吃住研学游，府学旧地是首选。当然，潮州古城牌坊街北片区唯一的嘀嘀打车（府学旧地）候客站的投用，也为展开,最新的潮州城区停车专项规划显示，潮州古城的牌坊街中轴线上，只有两个停车场——牌坊街中段的开元寺停车场，以及牌坊街北入口的府学旧地停车场。这就是我们经常讲的，自驾来潮州古城核心区，吃住研学游，府学旧地是首选。当然，潮州古城牌坊街北片区唯一的嘀嘀打车（府学旧地）候客站的投用，也为游客提供了极大的候车便利——选择府学旧地的客人，都可以零距离上下车，可谓近水楼台先得月。以前我们经常讲——交通的便利，可以极大地提升城市的魅力。如今这句话也可以套用为——停车以及候车的便利，极大地提升了府学旧地的魅力。 潮州·潮州凤水驿客栈 收起","最新的潮州城区停车专项规划显示，潮州古城的牌坊街中轴线上，只有两个停车场——牌坊街中段的开元寺停车场，以及牌坊街北入口的府学旧地停车场。这就是我们经常讲的，自驾来潮州古城核心区，吃住研学游，府学旧地是首选。当然，潮州古城牌坊街北片区唯一的嘀嘀打车（府学旧地）候客站的投用，也为展开,最新的潮州城区停车专项规划显示，潮州古城的牌坊街中轴线上，只有两个停车场——牌坊街中段的开元寺停车场，以及牌坊街北入口的府学旧地停车场。这就是我们经常讲的，自驾来潮州古城核心区，吃住研学游，府学旧地是首选。当然，潮州古城牌坊街北片区唯一的嘀嘀打车（府学旧地）候客站的投用，也为游客提供了极大的候车便利——选择府学旧地的客人，都可以零距离上下车，可谓近水楼台先得月。以前我们经常讲——交通的便利，可以极大地提升城市的魅力。如今这句话也可以套用为——停车以及候车的便利，极大地提升了府学旧地的魅力。 潮州·潮州凤水驿客栈 收起",,古城,475,positive,0.999108612537384,4
古城,发现早起真的可以干很多事情，跑去澄海和潮州吃两次早餐，还逛了潮州古城牌坊街广济桥 ,发现早起真的可以干很多事情，跑去澄海和潮州吃两次早餐，还逛了潮州古城牌坊街广济桥 ,,古城,476,positive,0.9990735054016113,19
古城,潮州古城牌坊街、广济楼、饶宗颐学术馆 潮州·潮州古城 ,潮州古城牌坊街、广济楼、饶宗颐学术馆 潮州·潮州古城 ,,古城,477,positive,0.9612182974815369,10
古城,人生首次凌晨来一场说走就走的旅行，一口气11小时1100公里来到潮州古城，徜徉在历史里，恍惚之间有种错觉，感叹宋人生活的精神境界，走在牌坊街脚底下踏得是历史，眼里流转的都是啧叹…潮州旅游带着微博去旅行广东旅游 潮州 ,人生首次凌晨来一场说走就走的旅行，一口气11小时1100公里来到潮州古城，徜徉在历史里，恍惚之间有种错觉，感叹宋人生活的精神境界，走在牌坊街脚底下踏得是历史，眼里流转的都是啧叹…潮州旅游带着微博去旅行广东旅游 潮州 ,,古城,478,positive,0.9998786449432373,19
美食,潮州古城的美食远不比美景逊色潮州古城牌坊街 美好时光留住美好的回忆  小D不傻的微博视频 ,潮州古城的美食远不比美景逊色潮州古城牌坊街 美好时光留住美好的回忆  小D不傻的微博视频 ,,美食,479,positive,0.999388575553894,13
美食,"360°潮玩潮州｜潮州游玩攻略去潮州怎么玩以下几个必打卡点记得收藏1潮州古城-看潮州古城的前世今生这里有中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，中西合璧。还能看到很多潮州非物质文化遗产：潮绣、手拉壶、陶瓷、工夫茶等，以及潮式美食：潮州三宝、牛肉火展开,360°潮玩潮州｜潮州游玩攻略去潮州怎么玩以下几个必打卡点记得收藏1潮州古城-看潮州古城的前世今生这里有中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，中西合璧。还能看到很多潮州非物质文化遗产：潮绣、手拉壶、陶瓷、工夫茶等，以及潮式美食：潮州三宝、牛肉火锅、粿条、甘草水果……2广济桥桥上古典的建筑精致而充满了韵味。走上桥上，饱览韩江两岸美景，潮州之美，优雅无比。晚上广济桥亮起灯光是不一样的美景，璀璨动人的广济桥在晚上别有一番不一样的风味。3潮州西湖这里能看到秀丽的湖水，精致的建筑。涵碧楼曾经是革命岁月的痕迹，如今已经是这里有名的景点。湖心亭风景秀美，在湖中看游船驶过，微风拂过，感觉自己走进了风景中。4西澳岛这座位于潮州的岛屿距离陆地不远，仍旧保留了那一份原始的风味的小岛上，能看到渔村，看到沙滩，看到树林，这里没有喧闹的度假村，有着一种宁静的美好。夕阳西下的时候这里还能看到白鹭飞舞，宁静中有一种不一样的灵动。5叫水坑村走入村内，能闻到淡淡的茶香味，村落有千年古树，村子后面，有竹林，竹林旁边的木栈道是观景的好选择，可以看竹林清幽，有若世外桃源。6载阳茶馆茶馆是潮州首个配备戏台的传统茶馆，在这里能体验到潮州建筑文化、茶文化和戏剧曲艺文化。闲暇的午后，坐在这里，品着潮州特色的单枞工夫茶，嗑着瓜子、吃着花生，听着潮剧，瞬间仿佛穿越回民国。7凤凰天池位于潮州凤凰山脉乌岽山东峰顶部，海拔约1325米，其主峰海拨1391米，仅次于粤东第一高峰铜鼓嶂。因池高接天，人迹罕至，且云雾氤氲，风景优美，有南国第一天池美称。8龙湖古寨广东十大最美村落。走进古寨，可以体验到宋、元、明、清各历史时期的不同建筑风格。走在这里，随时可以偶遇更多的惊喜，没有过多的商业开发，古寨保持这难得的宁静。9绿太阳这里还有充满了欧式风味的罗马广场，有惊心动魄的巨石阵，还有冰雪世界、机动乐园等，在这里的每个地方，每个瞬间，都能感受到惊喜。360°潮玩潮州带着微博去旅行周末去哪儿 潮州 收起","360°潮玩潮州｜潮州游玩攻略去潮州怎么玩以下几个必打卡点记得收藏1潮州古城-看潮州古城的前世今生这里有中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，中西合璧。还能看到很多潮州非物质文化遗产：潮绣、手拉壶、陶瓷、工夫茶等，以及潮式美食：潮州三宝、牛肉火展开,360°潮玩潮州｜潮州游玩攻略去潮州怎么玩以下几个必打卡点记得收藏1潮州古城-看潮州古城的前世今生这里有中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，中西合璧。还能看到很多潮州非物质文化遗产：潮绣、手拉壶、陶瓷、工夫茶等，以及潮式美食：潮州三宝、牛肉火锅、粿条、甘草水果……2广济桥桥上古典的建筑精致而充满了韵味。走上桥上，饱览韩江两岸美景，潮州之美，优雅无比。晚上广济桥亮起灯光是不一样的美景，璀璨动人的广济桥在晚上别有一番不一样的风味。3潮州西湖这里能看到秀丽的湖水，精致的建筑。涵碧楼曾经是革命岁月的痕迹，如今已经是这里有名的景点。湖心亭风景秀美，在湖中看游船驶过，微风拂过，感觉自己走进了风景中。4西澳岛这座位于潮州的岛屿距离陆地不远，仍旧保留了那一份原始的风味的小岛上，能看到渔村，看到沙滩，看到树林，这里没有喧闹的度假村，有着一种宁静的美好。夕阳西下的时候这里还能看到白鹭飞舞，宁静中有一种不一样的灵动。5叫水坑村走入村内，能闻到淡淡的茶香味，村落有千年古树，村子后面，有竹林，竹林旁边的木栈道是观景的好选择，可以看竹林清幽，有若世外桃源。6载阳茶馆茶馆是潮州首个配备戏台的传统茶馆，在这里能体验到潮州建筑文化、茶文化和戏剧曲艺文化。闲暇的午后，坐在这里，品着潮州特色的单枞工夫茶，嗑着瓜子、吃着花生，听着潮剧，瞬间仿佛穿越回民国。7凤凰天池位于潮州凤凰山脉乌岽山东峰顶部，海拔约1325米，其主峰海拨1391米，仅次于粤东第一高峰铜鼓嶂。因池高接天，人迹罕至，且云雾氤氲，风景优美，有南国第一天池美称。8龙湖古寨广东十大最美村落。走进古寨，可以体验到宋、元、明、清各历史时期的不同建筑风格。走在这里，随时可以偶遇更多的惊喜，没有过多的商业开发，古寨保持这难得的宁静。9绿太阳这里还有充满了欧式风味的罗马广场，有惊心动魄的巨石阵，还有冰雪世界、机动乐园等，在这里的每个地方，每个瞬间，都能感受到惊喜。360°潮玩潮州带着微博去旅行周末去哪儿 潮州 收起",,美食,480,positive,0.9993903636932373,19
美食,潮州古城，开元寺，牌坊街，广济门，下水门，上水门，竹木门，西马路，广济桥。有种错觉，你在历史里徜徉，偶尔感叹一下宋人生活很有精神境界，一路品尝各种美食，牌坊街走九遍，脚底下踏得是历史，眼里流转的都是啧叹，从早走到黑，从早吃到黑。 ,潮州古城，开元寺，牌坊街，广济门，下水门，上水门，竹木门，西马路，广济桥。有种错觉，你在历史里徜徉，偶尔感叹一下宋人生活很有精神境界，一路品尝各种美食，牌坊街走九遍，脚底下踏得是历史，眼里流转的都是啧叹，从早走到黑，从早吃到黑。 ,,美食,481,positive,0.9998146891593933,11
美食,拥有潮州小姐妹画的地图，潮州美食不迷路，牌坊街潮州古城广济楼 潮州·潮州古城 ,拥有潮州小姐妹画的地图，潮州美食不迷路，牌坊街潮州古城广济楼 潮州·潮州古城 ,,美食,482,positive,0.9995827078819275,19
古城,总要来趟潮州吧～潮州古城牌坊街网红景点 潮州·牌坊街 ,总要来趟潮州吧～潮州古城牌坊街网红景点 潮州·牌坊街 ,,古城,483,positive,0.9908875226974487,19
文化,这篇文章很有意思《游潮州古城 品千年文化 赏牌坊夜色 十相留声坊》网页链接 ,这篇文章很有意思《游潮州古城 品千年文化 赏牌坊夜色 十相留声坊》网页链接 ,,文化,484,positive,0.9921850562095642,5
环境,"潮州古城，一座不容错过的古城。到潮州必去牌坊街，这里可以了解潮州古城的前世今生，也是集非物质文化遗产、传统工艺、特色小吃等为一体的文化古街，是全国独一无二的文化景观，牌坊街特色建筑是中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，形成中西合璧的独特侨乡风貌。展开,潮州古城，一座不容错过的古城。到潮州必去牌坊街，这里可以了解潮州古城的前世今生，也是集非物质文化遗产、传统工艺、特色小吃等为一体的文化古街，是全国独一无二的文化景观，牌坊街特色建筑是中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，形成中西合璧的独特侨乡风貌。潮州·牌坊街 收起","潮州古城，一座不容错过的古城。到潮州必去牌坊街，这里可以了解潮州古城的前世今生，也是集非物质文化遗产、传统工艺、特色小吃等为一体的文化古街，是全国独一无二的文化景观，牌坊街特色建筑是中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，形成中西合璧的独特侨乡风貌。展开,潮州古城，一座不容错过的古城。到潮州必去牌坊街，这里可以了解潮州古城的前世今生，也是集非物质文化遗产、传统工艺、特色小吃等为一体的文化古街，是全国独一无二的文化景观，牌坊街特色建筑是中西合璧的骑楼，矗立的22座中式明清石牌坊与两侧南洋风味的骑楼互为映衬，形成中西合璧的独特侨乡风貌。潮州·牌坊街 收起",,环境,485,positive,0.9962367415428162,4
古城,在潮州古城中走了一圈牌坊街，停停走走吃吃喝喝，虽有雨丝但还是挺开心的，就是腿快要走断了。 ,在潮州古城中走了一圈牌坊街，停停走走吃吃喝喝，虽有雨丝但还是挺开心的，就是腿快要走断了。 ,,古城,486,positive,0.9987597465515137,14
美食,潮州潮州潮州有什么好玩潮州美食 想来潮州玩的可以联系我，我是本地人，自己也很喜欢逛牌坊街，喜欢穿梭于潮州古城的大街小巷。然后我整理了一份游玩路线，有缘的可以来找我， 潮州·潮州古城 ,潮州潮州潮州有什么好玩潮州美食 想来潮州玩的可以联系我，我是本地人，自己也很喜欢逛牌坊街，喜欢穿梭于潮州古城的大街小巷。然后我整理了一份游玩路线，有缘的可以来找我， 潮州·潮州古城 ,,美食,487,positive,0.9986928105354309,19
古城,潮州一日游，、韩文公祠，广济桥、潮州古城、开元寺、牌坊街，还有连吃两天的烧响螺。感谢热情的潮州朋友们。 潮州·潮州古城 ,潮州一日游，、韩文公祠，广济桥、潮州古城、开元寺、牌坊街，还有连吃两天的烧响螺。感谢热情的潮州朋友们。 潮州·潮州古城 ,,古城,488,positive,0.9968607425689697,19
古城,潮州古城游牌坊街逛吃逛吃，肚子都不够用了吃完夜访广济楼，再到广济桥，如此夜景真的 潮州·牌坊街 ,潮州古城游牌坊街逛吃逛吃，肚子都不够用了吃完夜访广济楼，再到广济桥，如此夜景真的 潮州·牌坊街 ,,古城,489,positive,0.9995259046554565,8
古城,"[案例分享]洲际酒店集团旗下：潮州腾瑞皇冠假日酒店依朝江而筑，毗邻潮州古城牌坊街和广济桥核心景区，是一家集客房、餐饮、会议、休闲为一体的综合型豪华商旅酒店。酒店拥有263间装修豪华的雅致全景客房。欢迎各届朋友光临入住体验。粤奇顺科技广东粤奇顺智慧科技有限公司智慧酒店整体解决方展开,[案例分享]洲际酒店集团旗下：潮州腾瑞皇冠假日酒店依朝江而筑，毗邻潮州古城牌坊街和广济桥核心景区，是一家集客房、餐饮、会议、休闲为一体的综合型豪华商旅酒店。酒店拥有263间装修豪华的雅致全景客房。欢迎各届朋友光临入住体验。粤奇顺科技广东粤奇顺智慧科技有限公司智慧酒店整体解决方便一站式提供商 广州 收起","[案例分享]洲际酒店集团旗下：潮州腾瑞皇冠假日酒店依朝江而筑，毗邻潮州古城牌坊街和广济桥核心景区，是一家集客房、餐饮、会议、休闲为一体的综合型豪华商旅酒店。酒店拥有263间装修豪华的雅致全景客房。欢迎各届朋友光临入住体验。粤奇顺科技广东粤奇顺智慧科技有限公司智慧酒店整体解决方展开,[案例分享]洲际酒店集团旗下：潮州腾瑞皇冠假日酒店依朝江而筑，毗邻潮州古城牌坊街和广济桥核心景区，是一家集客房、餐饮、会议、休闲为一体的综合型豪华商旅酒店。酒店拥有263间装修豪华的雅致全景客房。欢迎各届朋友光临入住体验。粤奇顺科技广东粤奇顺智慧科技有限公司智慧酒店整体解决方便一站式提供商 广州 收起",,古城,490,positive,0.9971641898155212,10
古城,潮州市人文历史悠久，旅游资源十分丰富，拥有古城墙、古寺庙、古府第、古民居、古牌坊等文物遗存，古迹众多。 潮州·潮州古城 冬哥的浪浪的微博视频 ,潮州市人文历史悠久，旅游资源十分丰富，拥有古城墙、古寺庙、古府第、古民居、古牌坊等文物遗存，古迹众多。 潮州·潮州古城 冬哥的浪浪的微博视频 ,,古城,491,positive,0.9981070756912231,2
古城,古城牌坊街潮州古城 潮州 ,古城牌坊街潮州古城 潮州 ,,古城,492,positive,0.9685336947441101,4
古城,潮州古城牌坊街，撸猫猫 潮州·潮州古城 ,潮州古城牌坊街，撸猫猫 潮州·潮州古城 ,,古城,493,positive,0.9970780611038208,4
